지점,지점명,일시,최고기온(°C),최대 순간 풍속(m/s)
165,목포,2021-12-02,9.4,7.9
165,목포,2021-12-03,10.8,12.7
165,목포,2021-12-04,11.9,12.5
165,목포,2021-12-05,9.3,5.3
165,목포,2021-12-06,12.3,6.5
165,목포,2021-12-07,11.2,10.3
165,목포,2021-12-08,13.4,4.9
165,목포,2021-12-09,13.7,4.1
165,목포,2021-12-10,13.7,7.7
165,목포,2021-12-11,11.1,7.3
165,목포,2021-12-12,10.8,16.3
165,목포,2021-12-13,4,13.6
165,목포,2021-12-14,9.7,5.7
165,목포,2021-12-15,14.7,5.5
165,목포,2021-12-16,10.8,5.2
165,목포,2021-12-17,8.9,22.8
165,목포,2021-12-18,5.5,9.6
165,목포,2021-12-19,7.2,12.8
165,목포,2021-12-20,12.8,8.7
165,목포,2021-12-21,12.6,6.9
165,목포,2021-12-22,9.3,6.5
165,목포,2021-12-23,10.9,4.3
165,목포,2021-12-24,9,15.5
165,목포,2021-12-25,1.2,17.6
165,목포,2021-12-26,-4,7.6
165,목포,2021-12-27,.8,4.1
165,목포,2021-12-28,6,4.1
165,목포,2021-12-29,8.6,12.1
165,목포,2021-12-30,5.7,15.2
165,목포,2021-12-31,2.2,14.5
168,여수,2021-01-01,4.8,11
168,여수,2021-01-02,4.9,16.2
168,여수,2021-01-03,4.8,14.8
168,여수,2021-01-04,7.5,8.1
168,여수,2021-01-05,4.5,16.5
168,여수,2021-01-06,2,17.8
168,여수,2021-01-07,-.7,20.5
168,여수,2021-01-08,-2,12.9
168,여수,2021-01-09,.3,17.8
168,여수,2021-01-10,3.4,13.5
168,여수,2021-01-11,2.7,8.1
168,여수,2021-01-12,5.8,13.5
168,여수,2021-01-13,11.5,9.7
168,여수,2021-01-14,11.3,10.4
168,여수,2021-01-15,14.4,14
168,여수,2021-01-16,9.1,19.4
168,여수,2021-01-17,2.5,17.1
168,여수,2021-01-18,7.1,21.9
168,여수,2021-01-19,3.9,13.6
168,여수,2021-01-20,10,8.1
168,여수,2021-01-21,11,6.1
168,여수,2021-01-22,10.5,7
168,여수,2021-01-23,11.3,14.4
168,여수,2021-01-24,11.1,12.4
168,여수,2021-01-25,11.9,11.8
168,여수,2021-01-26,8.7,13.8
168,여수,2021-01-27,9.7,11.2
168,여수,2021-01-28,9.4,21.9
168,여수,2021-01-29,1.5,22.9
168,여수,2021-01-30,9.2,14.2
168,여수,2021-01-31,10.6,6.8
168,여수,2021-02-01,11.4,12.8
168,여수,2021-02-02,7.7,19.1
168,여수,2021-02-03,5.2,12.5
168,여수,2021-02-04,8.4,14.8
168,여수,2021-02-05,6.3,12.3
168,여수,2021-02-06,14.1,9.6
168,여수,2021-02-07,14.3,14.3
168,여수,2021-02-08,5.9,19.4
168,여수,2021-02-09,6.1,15.8
168,여수,2021-02-10,12.1,8.8
168,여수,2021-02-11,9.8,9.7
168,여수,2021-02-12,14.9,3.9
168,여수,2021-02-13,17.2,5.1
168,여수,2021-02-14,13.9,5.9
168,여수,2021-02-15,10.9,29
168,여수,2021-02-16,7.2,17.7
168,여수,2021-02-17,.1,20.2
168,여수,2021-02-18,1.1,20.9
168,여수,2021-02-19,11.5,16.5
168,여수,2021-02-20,15.9,8.2
168,여수,2021-02-21,18.7,9.5
168,여수,2021-02-22,19.5,19.3
168,여수,2021-02-23,12.9,15.9
168,여수,2021-02-24,8.7,9.3
168,여수,2021-02-25,8.8,13.6
168,여수,2021-02-26,11.8,15.9
168,여수,2021-02-27,10.1,20.4
168,여수,2021-02-28,10.6,14.4
168,여수,2021-03-01,16.7,22
168,여수,2021-03-02,10,17.6
168,여수,2021-03-03,10,10.4
168,여수,2021-03-04,8.5,12.5
168,여수,2021-03-05,16.4,11.4
168,여수,2021-03-06,13.8,13.3
168,여수,2021-03-07,9.2,12.7
168,여수,2021-03-08,13.2,7.5
168,여수,2021-03-09,12.9,12.3
168,여수,2021-03-10,15,11.7
168,여수,2021-03-11,14.8,6.9
168,여수,2021-03-12,10.7,13.4
168,여수,2021-03-13,14.7,12.3
168,여수,2021-03-14,16.6,11.7
168,여수,2021-03-15,16.4,4.3
168,여수,2021-03-16,20.1,12.3
168,여수,2021-03-17,15.3,8.7
168,여수,2021-03-18,16.3,8.7
168,여수,2021-03-19,15.5,11.4
168,여수,2021-03-20,12.1,13.4
168,여수,2021-03-21,12,22.3
168,여수,2021-03-22,12.8,19
168,여수,2021-03-23,15,11.5
168,여수,2021-03-24,15.3,8.5
168,여수,2021-03-25,19.1,7
168,여수,2021-03-26,20.7,6.3
168,여수,2021-03-27,17.2,19.8
168,여수,2021-03-28,18.1,15.9
168,여수,2021-03-29,19.1,11.9
168,여수,2021-03-30,18.3,12.7
168,여수,2021-03-31,18.3,9.1
168,여수,2021-04-01,18.1,16.7
168,여수,2021-04-02,18.8,15.8
168,여수,2021-04-03,16.6,7.1
168,여수,2021-04-04,14.8,12.2
168,여수,2021-04-05,15.3,16.9
168,여수,2021-04-06,17.7,12.3
168,여수,2021-04-07,21,13.2
168,여수,2021-04-08,21,12.4
168,여수,2021-04-09,17.3,12.4
168,여수,2021-04-10,14.9,11.5
168,여수,2021-04-11,18.6,8.4
168,여수,2021-04-12,15.9,14.4
168,여수,2021-04-13,17.9,17.5
168,여수,2021-04-14,17,16.7
168,여수,2021-04-15,16.1,6.8
168,여수,2021-04-16,18.5,6.5
168,여수,2021-04-17,17.7,21
168,여수,2021-04-18,17.7,19.3
168,여수,2021-04-19,22.6,15.5
168,여수,2021-04-20,22.1,12
168,여수,2021-04-21,23.6,5.7
168,여수,2021-04-22,21.7,8.3
168,여수,2021-04-23,22.7,14.6
168,여수,2021-04-24,20.8,11.9
168,여수,2021-04-25,18.9,10.3
168,여수,2021-04-26,17.4,11
168,여수,2021-04-27,16.7,5.6
168,여수,2021-04-28,21.3,7.1
168,여수,2021-04-29,21.1,20.2
168,여수,2021-04-30,20.5,20.1
168,여수,2021-05-01,14.6,17.7
168,여수,2021-05-02,18,16.1
168,여수,2021-05-03,18.1,9.9
168,여수,2021-05-04,19,21.1
168,여수,2021-05-05,22.4,18.5
168,여수,2021-05-06,19.7,9.9
168,여수,2021-05-07,21.5,13.1
168,여수,2021-05-08,19.9,11.7
168,여수,2021-05-09,23.4,10.5
168,여수,2021-05-10,20.5,10.6
168,여수,2021-05-11,18.9,16.3
168,여수,2021-05-12,23.9,14.2
168,여수,2021-05-13,23.7,6.8
168,여수,2021-05-14,24,6.7
168,여수,2021-05-15,21.5,7.7
168,여수,2021-05-16,20.6,13.8
168,여수,2021-05-17,20.9,9.8
168,여수,2021-05-18,20.5,6
168,여수,2021-05-19,23.7,4.3
168,여수,2021-05-20,18.6,14.4
168,여수,2021-05-21,21.5,16.4
168,여수,2021-05-22,23.2,10
168,여수,2021-05-23,25.1,5.6
168,여수,2021-05-24,24.9,11.8
168,여수,2021-05-25,24.3,19
168,여수,2021-05-26,20.8,11.7
168,여수,2021-05-27,23,10.7
168,여수,2021-05-28,22.8,14
168,여수,2021-05-29,22.6,14.3
168,여수,2021-05-30,23.4,7.4
168,여수,2021-05-31,25.4,7.5
168,여수,2021-06-01,25.7,6.1
168,여수,2021-06-02,25.9,5.5
168,여수,2021-06-03,20.6,8.5
168,여수,2021-06-04,24.4,12.7
168,여수,2021-06-05,23.3,9.2
168,여수,2021-06-06,24.8,7.3
168,여수,2021-06-07,25.2,6.9
168,여수,2021-06-08,25.7,6.4
168,여수,2021-06-09,27.5,7.8
168,여수,2021-06-10,24.1,7.5
168,여수,2021-06-11,22.3,8
168,여수,2021-06-12,25.6,9.7
168,여수,2021-06-13,26.3,5.2
168,여수,2021-06-14,25.6,5.7
168,여수,2021-06-15,22.1,10.7
168,여수,2021-06-16,23.1,17.2
168,여수,2021-06-17,24.3,11
168,여수,2021-06-18,23.7,5.9
168,여수,2021-06-19,27.4,8.7
168,여수,2021-06-20,27.4,6.3
168,여수,2021-06-21,29.1,9.6
168,여수,2021-06-22,26,7
168,여수,2021-06-23,24.4,8.4
168,여수,2021-06-24,25.2,6.4
168,여수,2021-06-25,27,5.2
168,여수,2021-06-26,26.5,5.3
168,여수,2021-06-27,27,8.4
168,여수,2021-06-28,27.4,9.2
168,여수,2021-06-29,26.9,6
168,여수,2021-06-30,26.8,6.1
168,여수,2021-07-01,29.2,7.7
168,여수,2021-07-02,27.6,8
168,여수,2021-07-03,25.9,19.1
168,여수,2021-07-04,25.9,18.5
168,여수,2021-07-05,24.9,15.7
168,여수,2021-07-06,24.7,20.6
168,여수,2021-07-07,26.6,11.9
168,여수,2021-07-08,26.2,11.2
168,여수,2021-07-09,27.3,9.8
168,여수,2021-07-10,27.7,7.8
168,여수,2021-07-11,29.5,7.4
168,여수,2021-07-12,30.1,6.8
168,여수,2021-07-13,30.2,9.4
168,여수,2021-07-14,29.7,7.8
168,여수,2021-07-15,30.4,6.5
168,여수,2021-07-16,30.5,8.9
168,여수,2021-07-17,28.9,10
168,여수,2021-07-18,29.6,10.1
168,여수,2021-07-19,29.7,7.5
168,여수,2021-07-20,29.3,8.4
168,여수,2021-07-21,30.6,10.5
168,여수,2021-07-22,30.5,11
168,여수,2021-07-23,31,8.7
168,여수,2021-07-24,30.8,11.2
168,여수,2021-07-25,30.3,11
168,여수,2021-07-26,30.1,11.7
168,여수,2021-07-27,31,8.2
168,여수,2021-07-28,31.2,7.1
168,여수,2021-07-29,31.2,6.3
168,여수,2021-07-30,30.6,7.5
168,여수,2021-07-31,31.1,7.1
168,여수,2021-08-01,32.1,10.1
168,여수,2021-08-02,30.8,7
168,여수,2021-08-03,30.5,7.4
168,여수,2021-08-04,32.6,4.4
168,여수,2021-08-05,33.4,4.8
168,여수,2021-08-06,34,9
168,여수,2021-08-07,34.1,11
168,여수,2021-08-08,28.2,12.7
168,여수,2021-08-09,32,16.2
168,여수,2021-08-10,28.8,10.6
168,여수,2021-08-11,28.1,8.3
168,여수,2021-08-12,29.4,8.2
168,여수,2021-08-13,26.9,9
168,여수,2021-08-14,25.4,13
168,여수,2021-08-15,28.9,9.2
168,여수,2021-08-16,28.6,11.8
168,여수,2021-08-17,28.5,13.5
168,여수,2021-08-18,28.9,10.1
168,여수,2021-08-19,29,10.6
168,여수,2021-08-20,27.5,9.5
168,여수,2021-08-21,26.2,20.3
168,여수,2021-08-22,28.8,8.5
168,여수,2021-08-23,26.2,15.4
168,여수,2021-08-24,28.3,16.6
168,여수,2021-08-25,26,6.7
168,여수,2021-08-26,28.9,8.2
168,여수,2021-08-27,29.3,14.1
168,여수,2021-08-28,29.4,5.9
168,여수,2021-08-29,29.1,12.4
168,여수,2021-08-30,29.9,7
168,여수,2021-08-31,30.2,7.2
168,여수,2021-09-01,28.1,13.6
168,여수,2021-09-02,25,10.9
168,여수,2021-09-03,24.6,13.6
168,여수,2021-09-04,26.3,9.7
168,여수,2021-09-05,23.8,11
168,여수,2021-09-06,22.8,13.7
168,여수,2021-09-07,25.6,12.6
168,여수,2021-09-08,27.3,11.5
168,여수,2021-09-09,27.8,5.8
168,여수,2021-09-10,23.8,5.2
168,여수,2021-09-11,28,6.8
168,여수,2021-09-12,28.2,6.5
168,여수,2021-09-13,25.5,12.9
168,여수,2021-09-14,23.3,15.3
168,여수,2021-09-15,26,15.1
168,여수,2021-09-16,23.2,14.7
168,여수,2021-09-17,23.9,23.5
168,여수,2021-09-18,26.1,8.6
168,여수,2021-09-19,26.2,7.6
168,여수,2021-09-20,26.5,10.7
168,여수,2021-09-21,26.8,15.5
168,여수,2021-09-22,27.1,14.1
168,여수,2021-09-23,27.7,11.2
168,여수,2021-09-24,25.7,9.8
168,여수,2021-09-25,25.2,11.2
168,여수,2021-09-26,24.5,11.2
168,여수,2021-09-27,25.4,11.9
168,여수,2021-09-28,23.6,8.5
168,여수,2021-09-29,26,12.1
168,여수,2021-09-30,24.8,9.2
168,여수,2021-10-01,27.1,5.9
168,여수,2021-10-02,28.9,9.2
168,여수,2021-10-03,26.1,5.7
168,여수,2021-10-04,28.1,8.7
168,여수,2021-10-05,27.9,7.2
168,여수,2021-10-06,26.6,7.8
168,여수,2021-10-07,26.8,6.5
168,여수,2021-10-08,25.8,8
168,여수,2021-10-09,27.5,9.1
168,여수,2021-10-10,27.3,8.2
168,여수,2021-10-11,23.4,12
168,여수,2021-10-12,18.9,14.9
168,여수,2021-10-13,23.1,11.7
168,여수,2021-10-14,25.6,9.7
168,여수,2021-10-15,25,8.1
168,여수,2021-10-16,20.4,17.9
168,여수,2021-10-17,15.2,16.7
168,여수,2021-10-18,18.2,10.5
168,여수,2021-10-19,19.3,14.8
168,여수,2021-10-20,15.9,11
168,여수,2021-10-21,18.2,10
168,여수,2021-10-22,17.4,16
168,여수,2021-10-23,18.4,11.1
168,여수,2021-10-24,20,8.4
168,여수,2021-10-25,21,6.2
168,여수,2021-10-26,20.4,6.7
168,여수,2021-10-27,21.6,11.5
168,여수,2021-10-28,20.6,9.2
168,여수,2021-10-29,18.9,12.5
168,여수,2021-10-30,18,9.6
168,여수,2021-10-31,21,7.2
168,여수,2021-11-01,23.6,12.1
168,여수,2021-11-02,19,9.1
168,여수,2021-11-03,19.2,11.6
168,여수,2021-11-04,20.6,7.2
168,여수,2021-11-05,17.7,10.2
168,여수,2021-11-06,19.4,11.3
168,여수,2021-11-07,20.3,14.4
168,여수,2021-11-08,20,18.4
168,여수,2021-11-09,12.7,16.1
168,여수,2021-11-10,12.8,16.7
168,여수,2021-11-11,13.7,13.7
168,여수,2021-11-12,11.9,11.8
168,여수,2021-11-13,15.8,8.8
168,여수,2021-11-14,17.6,8.8
168,여수,2021-11-15,16.8,6.2
168,여수,2021-11-16,16.1,8.6
168,여수,2021-11-17,16.6,8.8
168,여수,2021-11-18,17.2,7.8
168,여수,2021-11-19,18.9,7.8
168,여수,2021-11-20,18.7,6.3
168,여수,2021-11-21,16.8,7.8
168,여수,2021-11-22,15.1,19.8
168,여수,2021-11-23,8.3,15.1
168,여수,2021-11-24,12.9,17.2
168,여수,2021-11-25,16.2,14.2
168,여수,2021-11-26,13.9,13
168,여수,2021-11-27,13.2,11
168,여수,2021-11-28,15,8
168,여수,2021-11-29,16.2,4.2
168,여수,2021-11-30,14.7,17.3
168,여수,2021-12-01,5.8,21.2
168,여수,2021-12-02,9.5,13.2
168,여수,2021-12-03,11.7,17.3
168,여수,2021-12-04,9.9,9
168,여수,2021-12-05,10.5,9.7
168,여수,2021-12-06,15.2,9.4
168,여수,2021-12-07,14.1,11.5
168,여수,2021-12-08,12.8,11.6
168,여수,2021-12-09,12.7,10.5
168,여수,2021-12-10,16,14
168,여수,2021-12-11,13.6,8.1
168,여수,2021-12-12,11.9,16.9
168,여수,2021-12-13,7.3,16.8
168,여수,2021-12-14,9.9,10.8
168,여수,2021-12-15,14,5.7
168,여수,2021-12-16,9.8,11.8
168,여수,2021-12-17,8.3,20.5
168,여수,2021-12-18,3.6,16.5
168,여수,2021-12-19,7.5,14.7
168,여수,2021-12-20,12.5,10.3
168,여수,2021-12-21,15,10.5
168,여수,2021-12-22,13.2,5.5
168,여수,2021-12-23,13.3,7
168,여수,2021-12-24,10.5,17
168,여수,2021-12-25,2.2,20.4
168,여수,2021-12-26,-.5,18.9
168,여수,2021-12-27,3.8,16.9
168,여수,2021-12-28,7.9,11.2
168,여수,2021-12-29,9.9,14.4
168,여수,2021-12-30,5.6,19.1
168,여수,2021-12-31,2.8,19.1
169,흑산도,2021-01-01,6,13.8
169,흑산도,2021-01-02,5.4,13.6
169,흑산도,2021-01-03,4.1,10.8
169,흑산도,2021-01-04,9.5,8.6
169,흑산도,2021-01-05,7.2,17
169,흑산도,2021-01-06,3.8,23
169,흑산도,2021-01-07,-1.9,23.9
169,흑산도,2021-01-08,-1.6,20.9
169,흑산도,2021-01-09,.9,22.8
169,흑산도,2021-01-10,3.4,15
169,흑산도,2021-01-11,3,14.8
169,흑산도,2021-01-12,6.6,15
169,흑산도,2021-01-13,12.9,12.7
169,흑산도,2021-01-14,12.3,11.1
169,흑산도,2021-01-15,16.3,18.6
169,흑산도,2021-01-16,5.1,20.1
169,흑산도,2021-01-17,4,19.9
169,흑산도,2021-01-18,8.7,19.4
169,흑산도,2021-01-19,3.4,16.6
169,흑산도,2021-01-20,11.3,9.6
169,흑산도,2021-01-21,10.9,13.8
169,흑산도,2021-01-22,11.5,9.7
169,흑산도,2021-01-23,8.6,10.4
169,흑산도,2021-01-24,12.9,6.7
169,흑산도,2021-01-25,13.5,8.8
169,흑산도,2021-01-26,9.6,15.3
169,흑산도,2021-01-27,7.5,16.6
169,흑산도,2021-01-28,9.9,27.7
169,흑산도,2021-01-29,4.3,23.6
169,흑산도,2021-01-30,11.3,13.2
169,흑산도,2021-01-31,14.6,13.1
169,흑산도,2021-02-01,12,18.8
169,흑산도,2021-02-02,4.5,18.5
169,흑산도,2021-02-03,8.4,16.3
169,흑산도,2021-02-04,8.8,19.6
169,흑산도,2021-02-05,7.2,8.5
169,흑산도,2021-02-06,14.1,9.1
169,흑산도,2021-02-07,10.8,16
169,흑산도,2021-02-08,3.9,19.1
169,흑산도,2021-02-09,8.1,14.7
169,흑산도,2021-02-10,10.7,3.9
169,흑산도,2021-02-11,9.1,6.6
169,흑산도,2021-02-12,11.6,5.8
169,흑산도,2021-02-13,11.3,8.1
169,흑산도,2021-02-14,14.3,8
169,흑산도,2021-02-15,8.2,21.4
169,흑산도,2021-02-16,7.4,21.9
169,흑산도,2021-02-17,.6,24.7
169,흑산도,2021-02-18,1.9,25.5
169,흑산도,2021-02-19,12.6,21
169,흑산도,2021-02-20,16.6,24.7
169,흑산도,2021-02-21,22,19.6
169,흑산도,2021-02-22,18.1,19.9
169,흑산도,2021-02-23,6.8,18
169,흑산도,2021-02-24,7.7,12.1
169,흑산도,2021-02-25,6.5,15.2
169,흑산도,2021-02-26,10.3,15.2
169,흑산도,2021-02-27,11.8,10.5
169,흑산도,2021-02-28,11.6,10.9
169,흑산도,2021-03-01,14.5,20.6
169,흑산도,2021-03-02,7.2,20.8
169,흑산도,2021-03-03,10.5,10.8
169,흑산도,2021-03-04,9.2,15.1
169,흑산도,2021-03-05,12,10.4
169,흑산도,2021-03-06,8.5,13.7
169,흑산도,2021-03-07,10.5,8.1
169,흑산도,2021-03-08,10.3,9.4
169,흑산도,2021-03-09,11.1,10.2
169,흑산도,2021-03-10,11.9,8.4
169,흑산도,2021-03-11,14.2,13
169,흑산도,2021-03-12,11.4,16.4
169,흑산도,2021-03-13,11.2,9.5
169,흑산도,2021-03-14,13.3,5.5
169,흑산도,2021-03-15,17.2,11.7
169,흑산도,2021-03-16,13.4,17.4
169,흑산도,2021-03-17,11.1,12.4
169,흑산도,2021-03-18,15.5,5.9
169,흑산도,2021-03-19,15.9,6.5
169,흑산도,2021-03-20,10.4,15.9
169,흑산도,2021-03-21,10.6,20.6
169,흑산도,2021-03-22,12,19
169,흑산도,2021-03-23,16.3,10.8
169,흑산도,2021-03-24,16.8,9.2
169,흑산도,2021-03-25,13,4.6
169,흑산도,2021-03-26,17.2,11.6
169,흑산도,2021-03-27,15.7,24
169,흑산도,2021-03-28,15.7,10.9
169,흑산도,2021-03-29,15.8,8.1
169,흑산도,2021-03-30,14.5,10.7
169,흑산도,2021-03-31,18.8,10.4
169,흑산도,2021-04-01,16.2,11.2
169,흑산도,2021-04-02,20,11.7
169,흑산도,2021-04-03,15,19.6
169,흑산도,2021-04-04,11.4,16.7
169,흑산도,2021-04-05,14.8,12.7
169,흑산도,2021-04-06,15.1,9.5
169,흑산도,2021-04-07,15.8,9.1
169,흑산도,2021-04-08,15.5,11.3
169,흑산도,2021-04-09,15.2,10.4
169,흑산도,2021-04-10,17,7
169,흑산도,2021-04-11,18.1,14.4
169,흑산도,2021-04-12,14.6,24.2
169,흑산도,2021-04-13,12.4,18.4
169,흑산도,2021-04-14,13.7,15.5
169,흑산도,2021-04-15,15.1,8.1
169,흑산도,2021-04-16,16.2,11.6
169,흑산도,2021-04-17,15.7,13.8
169,흑산도,2021-04-18,15.3,13.6
169,흑산도,2021-04-19,19,7.1
169,흑산도,2021-04-20,18.9,6.9
169,흑산도,2021-04-21,19.9,9.9
169,흑산도,2021-04-22,17.8,14.9
169,흑산도,2021-04-23,21.8,15.8
169,흑산도,2021-04-24,21.5,11.5
169,흑산도,2021-04-25,18.6,8.7
169,흑산도,2021-04-26,20,12.7
169,흑산도,2021-04-27,18.8,10.9
169,흑산도,2021-04-28,17.6,6.7
169,흑산도,2021-04-29,18.8,24.8
169,흑산도,2021-04-30,18.3,16.9
169,흑산도,2021-05-01,15.4,13.7
169,흑산도,2021-05-02,16.2,13.2
169,흑산도,2021-05-03,18.6,13.3
169,흑산도,2021-05-04,18.4,24.6
169,흑산도,2021-05-05,19.1,17.1
169,흑산도,2021-05-06,19.6,11.8
169,흑산도,2021-05-07,21,17.6
169,흑산도,2021-05-08,20.7,15.1
169,흑산도,2021-05-09,20.6,8.9
169,흑산도,2021-05-10,20.9,19.2
169,흑산도,2021-05-11,18.2,11.2
169,흑산도,2021-05-12,23.7,8.1
169,흑산도,2021-05-13,21.4,6.3
169,흑산도,2021-05-14,23.5,13.6
169,흑산도,2021-05-15,21.3,16.5
169,흑산도,2021-05-16,22.4,15.6
169,흑산도,2021-05-17,16.9,9.3
169,흑산도,2021-05-18,20.7,5.3
169,흑산도,2021-05-19,21.4,5.2
169,흑산도,2021-05-20,18.3,10.9
169,흑산도,2021-05-21,20.3,10
169,흑산도,2021-05-22,21.7,5.5
169,흑산도,2021-05-23,24.5,8
169,흑산도,2021-05-24,20.5,10
169,흑산도,2021-05-25,21.5,17.2
169,흑산도,2021-05-26,18.3,16.3
169,흑산도,2021-05-27,21.3,10.6
169,흑산도,2021-05-28,22.6,17.4
169,흑산도,2021-05-29,22.7,11.1
169,흑산도,2021-05-30,23.2,12
169,흑산도,2021-05-31,23.7,9.7
169,흑산도,2021-06-01,25.2,9.8
169,흑산도,2021-06-02,25.6,11.7
169,흑산도,2021-06-03,20.7,13.8
169,흑산도,2021-06-04,23.7,9.6
169,흑산도,2021-06-05,26.3,13.1
169,흑산도,2021-06-06,25.1,16.3
169,흑산도,2021-06-07,23.8,11.6
169,흑산도,2021-06-08,24.1,11.2
169,흑산도,2021-06-09,24.9,13.3
169,흑산도,2021-06-10,22.3,27.1
169,흑산도,2021-06-11,24.4,11.8
169,흑산도,2021-06-12,22.4,9.3
169,흑산도,2021-06-13,22.3,5.5
169,흑산도,2021-06-14,23.3,11.5
169,흑산도,2021-06-15,21,16.2
169,흑산도,2021-06-16,26,12
169,흑산도,2021-06-17,26.2,5.3
169,흑산도,2021-06-18,21.6,6.2
169,흑산도,2021-06-19,23.4,4.8
169,흑산도,2021-06-20,25,8.1
169,흑산도,2021-06-21,26.7,5.1
169,흑산도,2021-06-22,26,12.6
169,흑산도,2021-06-23,26.3,8.4
169,흑산도,2021-06-24,24.8,7.3
169,흑산도,2021-06-25,26,9.2
169,흑산도,2021-06-26,27.4,8.1
169,흑산도,2021-06-27,27.6,7.9
169,흑산도,2021-06-28,26.9,6.2
169,흑산도,2021-06-29,27.2,4.3
169,흑산도,2021-06-30,27.9,7.8
169,흑산도,2021-07-01,28.8,5.8
169,흑산도,2021-07-02,29.4,11.3
169,흑산도,2021-07-03,25.6,22.4
169,흑산도,2021-07-04,26,19.1
169,흑산도,2021-07-05,26,17.5
169,흑산도,2021-07-06,26.2,11.7
169,흑산도,2021-07-07,26.7,14.4
169,흑산도,2021-07-08,27.4,5.4
169,흑산도,2021-07-09,27.7,6.8
169,흑산도,2021-07-10,28.7,8.2
169,흑산도,2021-07-11,28,11.2
169,흑산도,2021-07-12,28.5,14
169,흑산도,2021-07-13,29,16.9
169,흑산도,2021-07-14,28.7,14.5
169,흑산도,2021-07-15,29.6,10.8
169,흑산도,2021-07-16,30.9,8.7
169,흑산도,2021-07-17,30.7,5.2
169,흑산도,2021-07-18,28,9.3
169,흑산도,2021-07-19,29.3,11.2
169,흑산도,2021-07-20,30.6,6
169,흑산도,2021-07-21,30.7,8.4
169,흑산도,2021-07-22,31.7,7.1
169,흑산도,2021-07-23,30.8,6.9
169,흑산도,2021-07-24,31.4,6.8
169,흑산도,2021-07-25,28.1,10.7
169,흑산도,2021-07-26,28.7,15.1
169,흑산도,2021-07-27,31.3,8.8
169,흑산도,2021-07-28,32.1,6.7
169,흑산도,2021-07-29,31.2,10.2
169,흑산도,2021-07-30,28.8,14.6
169,흑산도,2021-07-31,32.8,5.4
169,흑산도,2021-08-01,29.8,13.3
169,흑산도,2021-08-02,28.7,5.7
169,흑산도,2021-08-03,30.5,10.9
169,흑산도,2021-08-04,32,8
169,흑산도,2021-08-05,32.8,6.2
169,흑산도,2021-08-06,31.5,17.9
169,흑산도,2021-08-07,30.6,9.5
169,흑산도,2021-08-08,29.8,10.2
169,흑산도,2021-08-09,30,9.4
169,흑산도,2021-08-10,31.5,5.1
169,흑산도,2021-08-11,29.7,8.8
169,흑산도,2021-08-12,29.5,5.7
169,흑산도,2021-08-13,28.3,6.5
169,흑산도,2021-08-14,27.9,6.6
169,흑산도,2021-08-15,29.1,6.4
169,흑산도,2021-08-16,28.2,8.5
169,흑산도,2021-08-17,29.3,10.3
169,흑산도,2021-08-18,30.2,6.7
169,흑산도,2021-08-19,30.7,6.8
169,흑산도,2021-08-20,29.5,14.5
169,흑산도,2021-08-21,29,25.6
169,흑산도,2021-08-22,30.2,10.4
169,흑산도,2021-08-23,26.9,15.9
169,흑산도,2021-08-24,28.5,19.2
169,흑산도,2021-08-25,28.8,7.1
169,흑산도,2021-08-26,28.8,7.5
169,흑산도,2021-08-27,28.3,17
169,흑산도,2021-08-28,26.8,7.9
169,흑산도,2021-08-29,27.7,12.5
169,흑산도,2021-08-30,27.3,14.2
169,흑산도,2021-08-31,29.1,9.8
169,흑산도,2021-09-01,27.6,15.6
169,흑산도,2021-09-02,24.3,6.2
169,흑산도,2021-09-03,26.8,9
169,흑산도,2021-09-04,27.6,9.2
169,흑산도,2021-09-05,23.9,18
169,흑산도,2021-09-06,23.8,23.8
169,흑산도,2021-09-07,26.9,18.1
169,흑산도,2021-09-08,26.4,10.8
169,흑산도,2021-09-09,26.6,6.4
169,흑산도,2021-09-10,26.8,16.1
169,흑산도,2021-09-11,28.3,5.3
169,흑산도,2021-09-12,26.1,9.4
169,흑산도,2021-09-13,25.6,12.3
169,흑산도,2021-09-14,25.2,15.1
169,흑산도,2021-09-15,26.4,11.1
169,흑산도,2021-09-16,24.4,11.4
169,흑산도,2021-09-17,23.9,14.2
169,흑산도,2021-09-18,26,6.8
169,흑산도,2021-09-19,27.6,7.6
169,흑산도,2021-09-20,26.4,19.7
169,흑산도,2021-09-21,27,17.2
169,흑산도,2021-09-22,28.7,11.7
169,흑산도,2021-09-23,25.9,6.6
169,흑산도,2021-09-24,25.2,6.8
169,흑산도,2021-09-25,24.8,7.8
169,흑산도,2021-09-26,26.7,8
169,흑산도,2021-09-27,27.2,10.1
169,흑산도,2021-09-28,24.2,13.9
169,흑산도,2021-09-29,24.8,13.3
169,흑산도,2021-09-30,23.8,12.3
169,흑산도,2021-10-01,24.7,10.1
169,흑산도,2021-10-02,26.5,6.8
169,흑산도,2021-10-03,26.5,19.7
169,흑산도,2021-10-04,28,17.9
169,흑산도,2021-10-05,28,7.8
169,흑산도,2021-10-06,26.7,6.5
169,흑산도,2021-10-07,27.5,7.4
169,흑산도,2021-10-08,23.1,10.6
169,흑산도,2021-10-09,26.8,8.3
169,흑산도,2021-10-10,27.9,15.7
169,흑산도,2021-10-11,18.6,16.2
169,흑산도,2021-10-12,19.5,7.9
169,흑산도,2021-10-13,21.9,6.5
169,흑산도,2021-10-14,25.2,3.7
169,흑산도,2021-10-15,21.7,14.8
